SITE_NAME;FREQUENCE;BEGIN;END; DAY ;KWH_PERIOD;PERIOD_EUR
1090KO;28390;01/04/2019;30/04/2019;29;1088;147,54
1090KO;28390;01/05/2019;31/05/2019;30;1121;151,14
1090KO;28390;01/06/2019;30/06/2019;29;1124;151,47
1090KO;28390;01/07/2019;31/07/2019;30;1143;153,5
1090KO;28390;01/08/2019;31/08/2019;30;1158;155,07
1090KO;28390;01/09/2019;30/09/2019;29;1091;147,88
1090KO;28390;01/10/2019;31/10/2019;30;1128;151,92
1090KO;28390;01/11/2019;30/11/2019;29;1086;147,31
1090KO;28390;01/12/2019;31/12/2019;30;1121;151,14
1090KO;28390;01/01/2020;31/01/2020;30;1121;148,19
1090KO;28390;01/02/2020;29/02/2020;28;1048;140,61
1090KO;28390;01/03/2020;31/03/2020;30;1127;148,84
1090KO;28390;01/04/2020;30/04/2020;29;1109;146,89
1090KO;28390;01/05/2020;31/05/2020;30;1128;148,95
1090KO;28390;01/06/2020;30/06/2020;29;1106;146,56
1090KO;28390;01/07/2020;31/07/2020;30;1149;151,11
1090KO;28390;01/08/2020;31/08/2020;30;1162;152,41
1090KO;28390;01/09/2020;30/09/2020;29;1110;147
1090KO;28390;01/10/2020;31/10/2020;30;1159;152,09
1090KO;28390;01/11/2020;30/11/2020;29;1298;135,15
1100BB;28390;28/11/2018;31/12/2019;398;37776;4842,32
1315BR;46990;01/01/2018;17/10/2018;289;10216;1318,72
1315BR;46990;18/10/2018;31/12/2018;74;5074;598,05
1315BR;46990;01/01/2019;15/07/2019;195;12899;1493,05
1315BR;46990;16/07/2019;31/12/2019;168;11033;1276,28
0497KO;27319;01/01/2018;31/12/2018;364;12663;1543,62
0497KO;27319;01/01/2019;31/12/2019;364;12606;1499,23
1953BR;51390;01/01/2018;31/12/2018;364;23437;2662,44
1953BR;51390;01/01/2019;31/12/2019;364;24356;2972,41
0619KO;27359;01/01/2018;31/01/2018;30;835;138,94
0619KO;27359;01/02/2018;28/02/2018;27;1310;204,36
0619KO;27359;01/03/2018;31/03/2018;30;1293;202,1
0619KO;27359;01/04/2018;30/04/2018;29;1419;219,38
0619KO;27359;01/05/2018;31/05/2018;30;1257;197,1
0619KO;27359;01/06/2018;30/06/2018;29;872;144,05
0619KO;27359;01/07/2018;31/07/2018;30;1032;166,15
0619KO;27359;01/08/2018;31/08/2018;30;1134;180,19
0619KO;27359;01/09/2018;30/09/2018;29;902;149,01
0619KO;27359;01/10/2018;31/10/2018;30;939;154,09
0619KO;27359;01/11/2018;30/11/2018;29;932;153,13
0619KO;27359;01/12/2018;31/12/2018;30;1013;164,41
0619KO;27359;01/01/2019;31/01/2019;30;1064;186,41
0619KO;27359;01/02/2019;28/02/2019;27;1087;189,9
0619KO;27359;01/03/2019;31/03/2019;30;1032;181,53
0619KO;27359;01/04/2019;30/04/2019;29;1148;199,18
0619KO;27359;01/05/2019;31/05/2019;30;1053;184,7
0619KO;27359;01/06/2019;30/06/2019;29;1144;198,6
0619KO;27359;01/07/2019;31/07/2019;30;1106;192,78
0619KO;27359;01/08/2019;31/08/2019;30;1189;205,46
0619KO;27359;01/09/2019;30/09/2019;29;960;170,59
0619KO;27359;01/10/2019;31/10/2019;30;973;172,51
0619KO;27359;01/11/2019;30/11/2019;29;1108;193,12
0619KO;27359;01/12/2019;31/12/2019;30;1420;240,69
0619KO;27359;01/01/2020;31/01/2020;30;1254;217,19
0619KO;27359;01/02/2020;29/02/2020;28;1759;293,58
0619KO;27359;01/03/2020;31/03/2020;30;1780;296,73
0619KO;27359;01/04/2020;30/04/2020;29;1638;275,35
0619KO;27359;01/05/2020;31/05/2020;30;1199;208,87
0619KO;27359;01/06/2020;30/06/2020;29;1519;257,32
0619KO;27359;01/07/2020;31/07/2020;30;1566;264,34
0619KO;27359;01/08/2020;31/08/2020;30;1725;288,42
0619KO;27359;01/09/2020;30/09/2020;29;1881;312,06
0619KO;27359;01/10/2020;31/10/2020;30;1410;240,83
0619KO;27359;01/11/2020;30/11/2020;29;1829;304,16
1091KO;28390;01/01/2018;31/01/2018;30;1345;174,7
1091KO;28390;01/02/2018;28/02/2018;27;1222;163,04
1091KO;28390;01/03/2018;31/03/2018;30;1355;175,68
1091KO;28390;01/04/2018;30/04/2018;29;1316;171,93
1091KO;28390;01/05/2018;31/05/2018;30;1371;177,17
1091KO;28390;01/06/2018;30/06/2018;29;1335;173,81
1091KO;28390;01/07/2018;31/07/2018;30;1389;179,04
1091KO;28390;01/08/2018;31/08/2018;30;1413;181,31
1091KO;28390;01/09/2018;30/09/2018;29;1336;175,05
1091KO;28390;01/10/2018;31/10/2018;30;1375;178,74
1091KO;28390;01/11/2018;30/11/2018;29;1322;173,66
1091KO;28390;01/12/2018;31/12/2018;30;1366;177,84
1091KO;28390;01/01/2019;31/01/2019;30;1359;194,85
1091KO;28390;01/02/2019;28/02/2019;27;1241;182,03
1091KO;28390;01/03/2019;31/03/2019;30;1373;196,31
1091KO;28390;01/04/2019;30/04/2019;29;1333;192,04
1091KO;28390;01/05/2019;31/05/2019;30;1369;195,86
1091KO;28390;01/06/2019;30/06/2019;29;1451;204,74
1091KO;28390;01/07/2019;31/07/2019;30;1485;208,45
1091KO;28390;01/08/2019;31/08/2019;30;1499;209,91
1091KO;28390;01/09/2019;30/09/2019;29;1426;202,04
1091KO;28390;01/10/2019;31/10/2019;30;1470;206,76
1091KO;28390;01/11/2019;30/11/2019;29;1412;200,58
1091KO;28390;01/12/2019;31/12/2019;30;1455;205,19
1091KO;28390;01/01/2020;31/01/2020;30;1450;201,28
1091KO;28390;01/02/2020;29/02/2020;28;1356;191,53
1091KO;28390;01/03/2020;31/03/2020;30;1461;202,47
1091KO;28390;01/04/2020;30/04/2020;29;1416;197,81
1091KO;28390;01/05/2020;31/05/2020;30;1471;203,44
1091KO;28390;01/06/2020;30/06/2020;29;1434;199,65
1091KO;28390;01/07/2020;31/07/2020;30;1492;205,72
1091KO;28390;01/08/2020;31/08/2020;30;1502;206,69
1091KO;28390;01/09/2020;30/09/2020;29;1444;200,63
1091KO;28390;01/10/2020;31/10/2020;30;1457;202,03
1091KO;28390;01/11/2020;30/11/2020;29;1397;145,43
1935BB;51390;01/01/2018;31/12/2018;364;23050;3117,3
1935BB;51390;01/01/2019;31/01/2019;30;2162;279,02
1935BB;51390;01/02/2019;28/02/2019;27;1856;231,85
1935BB;51390;01/03/2019;31/03/2019;30;2042;254,5
1935BB;51390;01/04/2019;30/04/2019;29;1852;231,62
1935BB;51390;01/05/2019;31/05/2019;30;1910;238,65
1935BB;51390;01/06/2019;30/06/2019;29;2002;249,83
1935BB;51390;01/07/2019;31/07/2019;30;2089;260,16
1935BB;51390;01/08/2019;31/08/2019;30;2104;261,95
1935BB;51390;01/09/2019;30/09/2019;29;1997;249,12
1935BB;51390;01/10/2019;31/10/2019;30;2047;254,53
1935BB;51390;01/11/2019;30/11/2019;29;1955;243,76
1935BB;51390;01/12/2019;31/12/2019;30;2023;251,66
1935BB;51390;01/01/2020;31/01/2020;30;2034;290,97
1935BB;51390;01/02/2020;29/02/2020;28;1882;270,96
1935BB;51390;01/03/2020;31/03/2020;30;2002;289,66
1935BB;51390;01/04/2020;30/04/2020;29;2008;289,85
1935BB;51390;01/05/2020;31/05/2020;30;2029;292,19
1935BB;51390;01/06/2020;30/06/2020;29;1960;282,69
1935BB;51390;01/07/2020;31/07/2020;30;2053;295,09
1935BB;51390;01/08/2020;31/08/2020;30;2052;294,17
1935BB;51390;01/09/2020;30/09/2020;29;1964;281,96
1935BB;51390;01/10/2020;31/10/2020;30;2018;289,4
1935BB;51390;01/11/2020;30/11/2020;29;1927;266,97
2083BR;51390;01/01/2018;31/01/2018;30;1015;113,19
2083BR;51390;01/02/2018;28/02/2018;27;1095;122,56
2083BR;51390;01/03/2018;31/03/2018;30;1088;121,69
2083BR;51390;01/04/2018;30/04/2018;29;1203;136,73
2083BR;51390;01/05/2018;31/05/2018;30;1315;149,45
2083BR;51390;01/06/2018;30/06/2018;29;1382;171,35
2083BR;51390;01/08/2018;31/08/2018;30;1526;192,44
2083BR;51390;01/09/2018;30/09/2018;29;1163;147,54
2083BR;51390;01/10/2018;31/10/2018;30;1272;159,51
2083BR;51390;01/11/2018;30/11/2018;29;1273;158,67
2083BR;51390;01/12/2018;31/12/2018;30;1110;138,34
2083BR;51390;01/01/2019;31/01/2019;30;1096;134,03
2083BR;51390;01/02/2019;28/02/2019;27;1072;132,33
2083BR;51390;01/03/2019;31/03/2019;30;1210;148,87
2083BR;51390;01/04/2019;30/04/2019;29;1250;155,84
2083BR;51390;01/05/2019;31/05/2019;30;1290;160,53
2083BR;51390;01/06/2019;30/06/2019;29;1316;163,92
2083BR;51390;01/07/2019;31/07/2019;30;1425;180,49
2083BR;51390;01/08/2019;31/08/2019;30;1484;187,9
2083BR;51390;01/09/2019;30/09/2019;29;1224;154,44
2083BR;51390;01/10/2019;31/10/2019;30;1224;152,28
2083BR;51390;01/11/2019;30/11/2019;29;1262;155,1
2083BR;51390;01/12/2019;31/12/2019;30;1215;149,91
2083BR;51390;01/01/2020;31/01/2020;30;1246;188,4
2083BR;51390;01/02/2020;29/02/2020;28;1107;168,49
2083BR;51390;01/03/2020;31/03/2020;30;1155;176,83
2083BR;51390;01/04/2020;30/04/2020;29;1454;228,41
2083BR;51390;01/05/2020;31/05/2020;30;1234;194,03
2083BR;51390;01/06/2020;30/06/2020;29;1363;211,43
2083BR;51390;01/07/2020;31/07/2020;30;1433;223,12
2083BR;51390;01/08/2020;31/08/2020;30;1328;208,23
2083BR;51390;01/09/2020;30/09/2020;29;1175;182,8
2083BR;51390;01/10/2020;31/10/2020;30;1097;168,72
1973BR;51390;01/01/2018;31/12/2018;364;15470;1780,6
1973BR;51390;01/01/2019;31/12/2019;364;18424;2296,55
1317BR;46990;01/01/2018;31/01/2018;30;1514;171,31
1317BR;46990;01/02/2018;28/02/2018;27;1371;157,95
1317BR;46990;01/03/2018;31/03/2018;30;1530;172,34
1317BR;46990;01/04/2018;30/04/2018;29;1534;172,01
1317BR;46990;01/05/2018;31/05/2018;30;1611;178,7
1317BR;46990;01/06/2018;30/06/2018;29;1577;175,42
1317BR;46990;01/07/2018;31/07/2018;30;1641;181,05
1317BR;46990;01/08/2018;31/08/2018;30;1666;183,15
1317BR;46990;01/09/2018;30/09/2018;29;1523;172,12
1317BR;46990;01/10/2018;31/10/2018;30;1546;174,39
1317BR;46990;01/11/2018;30/11/2018;29;1469;167,7
1317BR;46990;01/12/2018;31/12/2018;30;1504;171,17
1317BR;46990;01/01/2019;31/01/2019;30;1536;170,45
1317BR;46990;01/02/2019;28/02/2019;27;1398;157,75
1317BR;46990;01/03/2019;31/03/2019;30;1550;170,47
1317BR;46990;01/04/2019;30/04/2019;29;1512;166,79
1317BR;46990;01/05/2019;31/05/2019;30;1568;171,75
1317BR;46990;01/06/2019;30/06/2019;29;1558;168,99
1317BR;46990;01/07/2019;31/07/2019;30;1534;165,71
1317BR;46990;01/08/2019;31/08/2019;30;1546;166,76
1317BR;46990;01/09/2019;30/09/2019;29;1452;159,01
1317BR;46990;01/10/2019;31/10/2019;30;1478;161,62
1317BR;46990;01/11/2019;30/11/2019;29;1401;155,33
1317BR;46990;01/12/2019;31/12/2019;30;1436;158,47
1317BR;46990;01/01/2020;31/01/2020;30;1436;187,45
1317BR;46990;01/02/2020;29/02/2020;28;1352;178,17
1317BR;46990;01/03/2020;31/03/2020;30;1456;188,22
1317BR;46990;01/04/2020;30/04/2020;29;1445;186,6
1317BR;46990;01/05/2020;31/05/2020;30;1531;196,32
1317BR;46990;01/06/2020;30/06/2020;29;1602;203,71
1317BR;46990;01/07/2020;31/07/2020;30;1796;223,91
1317BR;46990;01/08/2020;31/08/2020;30;1803;224,58
1317BR;46990;01/09/2020;30/09/2020;29;1682;212,08
1317BR;46990;01/10/2020;31/10/2020;30;1683;212,58
1317BR;46990;01/11/2020;30/11/2020;29;1603;204,19
1952BB;51390;01/01/2018;31/12/2018;364;18121;2771,14
1952BB;51390;01/01/2019;31/12/2019;364;19716;2906,34
1316BR;46990;01/01/2018;31/03/2018;89;1901;133,07
1316BR;46990;01/04/2018;30/06/2018;90;2125;276,25
1316BR;46990;01/07/2018;30/09/2018;91;2379;348,7
1316BR;46990;01/10/2018;31/12/2018;91;2350;271,47
1316BR;46990;01/01/2019;31/03/2019;89;3057;349,57
1316BR;46990;01/04/2019;30/06/2019;90;3547;503,67
1316BR;46990;01/07/2019;30/09/2019;91;3461;463,77
1316BR;46990;01/10/2019;31/12/2019;91;3439;438,13
1316BR;46990;01/01/2020;31/03/2020;90;3270;454,53
1316BR;46990;01/04/2020;30/06/2020;90;3257;495,06
1316BR;46990;01/07/2020;30/09/2020;91;3072;549,58
1997BR;51390;01/01/2018;17/10/2018;289;15924;1819,92
1997BR;51390;18/10/2018;31/12/2018;74;4698;534,23
1997BR;51390;01/01/2019;31/12/2019;364;21003;2350,3
1997BR;51390;01/01/2020;14/10/2020;287;17247;2265,7
0620KO;27359;25/01/2017;17/01/2018;357;197;28,54
0620KO;27359;18/01/2018;21/01/2019;368;3093;363,12
0620KO;27359;21/01/2019;13/01/2020;357;4632;624,39
9503BB;51433;01/01/2018;31/12/2018;364;1185;196,06
9503BB;51433;01/01/2019;31/12/2019;364;2375;400,59
1282BR;46990;01/01/2018;31/01/2018;30;983;129,86
1282BR;46990;01/02/2018;28/02/2018;27;880;119,15
1282BR;46990;01/03/2018;31/03/2018;30;950;126,43
1282BR;46990;01/04/2018;30/04/2018;29;1196;152,02
1282BR;46990;01/05/2018;31/05/2018;30;1070;138,91
1282BR;46990;01/06/2018;30/06/2018;29;1214;152,29
1282BR;46990;01/07/2018;31/07/2018;30;1144;146,69
1282BR;46990;01/08/2018;31/08/2018;30;1171;149,5
1282BR;46990;01/09/2018;30/09/2018;29;1129;146,02
1282BR;46990;01/10/2018;31/10/2018;30;1033;135,95
1282BR;46990;01/11/2018;30/11/2018;29;1012;133,75
1282BR;46990;01/12/2018;31/12/2018;30;1097;142,66
1282BR;46990;01/01/2019;31/01/2019;30;956;126,42
1282BR;46990;01/02/2019;28/02/2019;27;961;126,94
1282BR;46990;01/03/2019;31/03/2019;30;1041;135,21
1282BR;46990;01/04/2019;30/04/2019;29;1138;145,23
1282BR;46990;01/05/2019;31/05/2019;30;956;126,42
1282BR;46990;01/06/2019;30/06/2019;29;1104;141,72
1282BR;46990;01/07/2019;31/07/2019;30;1314;163,43
1282BR;46990;01/08/2019;31/08/2019;30;1252;157,02
1282BR;46990;01/09/2019;30/09/2019;29;1013;132,31
1282BR;46990;01/10/2019;31/10/2019;30;1090;140,27
1282BR;46990;01/11/2019;30/11/2019;29;1072;138,41
1282BR;46990;01/12/2019;31/12/2019;30;939;124,66
1282BR;46990;01/01/2020;31/01/2020;30;1163;154,83
1282BR;46990;01/02/2020;29/02/2020;28;937;130,11
1282BR;46990;01/03/2020;31/03/2020;30;1014;138,53
1282BR;46990;01/04/2020;30/04/2020;29;985;135,36
1282BR;46990;01/05/2020;31/05/2020;30;942;130,65
1282BR;46990;01/06/2020;30/06/2020;29;1382;178,79
1282BR;46990;01/07/2020;31/07/2020;30;1300;169,82
1282BR;46990;01/08/2020;31/08/2020;30;1181;156,8
1282BR;46990;01/09/2020;30/09/2020;29;1146;152,97
1282BR;46990;01/10/2020;31/10/2020;30;1219;160,96
1092KO;28390;01/01/2018;30/06/2018;180;5974;836,63
1092KO;28390;01/07/2018;31/12/2018;183;6648;992,98
1092KO;28390;01/01/2019;30/06/2019;180;6113;918,6
1092KO;28390;01/07/2019;31/12/2019;183;6658;995,22
1092KO;28390;01/01/2020;30/06/2020;181;6029;882,97
1276BR;46990;01/01/2018;31/01/2018;30;1601;220,7
1276BR;46990;01/02/2018;28/02/2018;27;1451;203,26
1276BR;46990;01/03/2018;31/03/2018;30;1605;221,25
1276BR;46990;01/04/2018;30/04/2018;29;1567;216,81
1276BR;46990;01/05/2018;31/05/2018;30;1624;223,49
1276BR;46990;01/06/2018;30/06/2018;29;1578;218,1
1276BR;46990;01/07/2018;31/07/2018;30;1628;224,06
1276BR;46990;01/08/2018;31/08/2018;30;1640;225,46
1276BR;46990;01/09/2018;30/09/2018;29;1561;217,45
1276BR;46990;01/10/2018;31/10/2018;30;1605;222,63
1276BR;46990;01/11/2018;30/11/2018;29;1548;215,92
1276BR;46990;01/12/2018;31/12/2018;30;1598;221,81
1276BR;46990;01/01/2019;31/01/2019;30;1596;234,54
1276BR;46990;01/02/2019;28/02/2019;27;1442;215,17
1276BR;46990;01/03/2019;31/03/2019;30;1598;234,79
1276BR;46990;01/04/2019;30/04/2019;29;1551;228,88
1276BR;46990;01/05/2019;31/05/2019;30;1604;235,54
1276BR;46990;01/06/2019;30/06/2019;29;1585;233,15
1276BR;46990;01/07/2019;31/07/2019;30;1629;238,69
1276BR;46990;01/08/2019;31/08/2019;30;1631;238,94
1276BR;46990;01/09/2019;30/09/2019;29;1561;230,14
1276BR;46990;01/10/2019;31/10/2019;30;1690;246,36
1276BR;46990;01/11/2019;30/11/2019;29;1681;245,23
1276BR;46990;01/12/2019;31/12/2019;30;1725;250,76
1276BR;46990;01/01/2020;31/01/2020;30;1726;259,87
1276BR;46990;01/02/2020;29/02/2020;28;1675;253,19
1276BR;46990;01/03/2020;31/03/2020;30;1795;268,91
1276BR;46990;01/04/2020;30/04/2020;29;1806;270,35
1276BR;46990;01/05/2020;31/05/2020;30;1857;277,03
1276BR;46990;01/06/2020;30/06/2020;29;1799;269,43
1276BR;46990;01/07/2020;31/07/2020;30;1895;282,01
1276BR;46990;01/08/2020;31/08/2020;30;1916;284,76
1276BR;46990;01/09/2020;30/09/2020;29;1839;274,67
1276BR;46990;01/10/2020;31/10/2020;30;1888;281,09
1276BR;46990;01/11/2020;30/11/2020;29;1811;271
1319BR;46990;01/01/2018;31/12/2018;364;29623;3350,42
1319BR;46990;01/01/2019;31/12/2019;364;34869;3826,61
1319BR;46990;01/01/2020;01/11/2020;305;25954;3386,73
1954BR;51390;01/01/2018;30/06/2018;180;13842;2768,4
1954BR;51390;01/07/2018;30/09/2018;91;7709;1618,89
1954BR;51390;01/10/2018;31/12/2018;91;6927;1246,86
1954BR;51390;01/01/2019;30/04/2019;119;9584;1916,8
1954BR;51390;01/05/2019;30/06/2019;60;4233;888,93
1954BR;51390;01/07/2019;31/10/2019;122;10308;2164,68
1954BR;51390;01/11/2019;31/12/2019;60;4834;918,46
1954BR;51390;01/01/2020;31/03/2020;90;6174;1111,32
1954BR;51390;01/04/2020;30/06/2020;90;7889;1656,69
1954BR;51390;01/07/2020;30/09/2020;91;8793;1758,6
1307BR;46990;01/01/2018;08/11/2018;311;46534;5076,79
1307BR;46990;09/11/2018;31/12/2018;52;8160;914,82
1307BR;46990;01/01/2019;31/12/2019;364;55439;6077,05
1239BR;46944;01/01/2018;31/12/2018;364;36144;4032,12
1239BR;46944;01/01/2019;31/12/2019;364;41191;4474,39
1239BR;46944;01/01/2020;28/10/2020;301;32598;4196,65
0621KO;27359;01/01/2018;31/01/2018;30;1176;185,93
0621KO;27359;01/02/2018;28/02/2018;27;962;156,52
0621KO;27359;01/03/2018;31/03/2018;30;1038;166,91
0621KO;27359;01/04/2018;30/04/2018;29;1244;195,31
0621KO;27359;01/05/2018;31/05/2018;30;1129;179,51
0621KO;27359;01/06/2018;30/06/2018;29;1047;168,15
0621KO;27359;01/07/2018;31/07/2018;30;1246;195,62
0621KO;27359;01/08/2018;31/08/2018;30;1175;184,48
0621KO;27359;01/09/2018;30/09/2018;29;1046;168,93
0621KO;27359;01/10/2018;31/10/2018;30;1242;196,11
0621KO;27359;01/11/2018;30/11/2018;29;1031;166,82
0621KO;27359;01/12/2018;31/12/2018;30;1114;178,35
0621KO;27359;01/01/2019;31/01/2019;30;1115;194,23
0621KO;27359;01/02/2019;28/02/2019;27;1049;184,1
0621KO;27359;01/03/2019;31/03/2019;30;958;170,24
0621KO;27359;01/04/2019;30/04/2019;29;1251;214,92
0621KO;27359;01/05/2019;31/05/2019;30;1147;199
0621KO;27359;01/06/2019;30/06/2019;29;1233;212,2
0621KO;27359;01/07/2019;31/07/2019;30;1134;197,09
0621KO;27359;01/08/2019;31/08/2019;30;1119;194,82
0621KO;27359;01/09/2019;30/09/2019;29;1166;201,95
0621KO;27359;01/10/2019;31/10/2019;30;1144;198,6
0621KO;27359;01/11/2019;30/11/2019;29;1061;185,99
0621KO;27359;01/12/2019;31/12/2019;30;1190;205,63
0621KO;27359;01/01/2020;01/01/2020;;1163;203,29
0621KO;27359;01/02/2020;29/02/2020;28;1074;189,88
0621KO;27359;01/03/2020;31/03/2020;30;1130;198,32
0621KO;27359;01/04/2020;30/04/2020;29;1117;196,37
0621KO;27359;01/05/2020;31/05/2020;30;1136;199,25
0621KO;27359;01/06/2020;30/06/2020;29;1217;211,51
0621KO;27359;01/07/2020;31/07/2020;30;1210;210,54
0621KO;27359;01/08/2020;31/08/2020;30;1098;193,47
0621KO;27359;01/09/2020;30/09/2020;29;1150;201,37
0621KO;27359;01/10/2020;31/10/2020;30;1052;186,52
0621KO;27359;01/11/2020;30/11/2020;29;1136;199,25
0698BR;27359;01/01/2018;31/01/2018;30;270199;25598,89
0698BR;27359;01/02/2018;28/02/2018;27;235776;22686,08
0698BR;27359;01/03/2018;31/03/2018;30;278776;26312,33
0698BR;27359;01/04/2018;30/04/2018;29;308978;28842,93
0698BR;27359;01/05/2018;31/05/2018;30;341113;32355,8
0698BR;27359;01/06/2018;30/06/2018;29;339083;33709,63
0698BR;27359;01/07/2018;31/07/2018;30;355995;36064,73
0698BR;27359;01/08/2018;31/08/2018;30;371255;37489,79
0698BR;27359;01/09/2018;30/09/2018;29;355684;34681,65
0698BR;27359;01/10/2018;31/10/2018;30;370516;35219,39
0698BR;27359;01/11/2018;30/11/2018;29;337024;32377,64
0698BR;27359;01/12/2018;31/12/2018;30;333791;31843,03
0698BR;27359;01/01/2019;31/01/2019;30;333600;31084,84
0698BR;27359;01/02/2019;28/02/2019;27;320126;29954,19
0698BR;27359;01/03/2019;31/03/2019;30;381703;35071,95
0698BR;27359;01/04/2019;30/04/2019;29;392819;35983,15
0698BR;27359;01/05/2019;31/05/2019;30;416454;38649,28
0698BR;27359;01/06/2019;30/06/2019;29;432776;41485,12
0698BR;27359;01/07/2019;31/07/2019;30;442572;44128,06
0698BR;27359;01/08/2019;31/08/2019;30;446987;40985,97
0698BR;27359;01/09/2019;30/09/2019;29;418401;38607,76
0698BR;27359;01/10/2019;31/10/2019;30;420548;38808,77
0698BR;27359;01/11/2019;30/11/2019;29;389717;36259,22
0698BR;27359;01/12/2019;31/12/2019;30;373212;34929,42
0698BR;27359;01/01/2020;31/01/2020;30;365115;41650,07
0698BR;27359;01/02/2020;29/02/2020;28;370212;42167,5
0698BR;27359;01/03/2020;31/03/2020;30;407771;45788,86
0698BR;27359;01/04/2020;30/04/2020;29;416651;46653,91
0698BR;27359;01/05/2020;31/05/2020;30;443325;49384,87
0698BR;27359;01/06/2020;30/06/2020;29;456325;50711,58
0698BR;27359;01/07/2020;31/07/2020;30;469141;52262,5
0698BR;27359;01/08/2020;31/08/2020;30;477503;53538,24
0698BR;27359;01/09/2020;30/09/2020;29;459946;51966,09
0698BR;27359;01/10/2020;31/10/2020;30;465616;52566,08
0698BR;27359;01/11/2020;30/11/2020;29;432140;49162,92
1321BR;46990;01/01/2018;31/12/2018;364;9256;1082,95
1321BR;46990;01/01/2019;31/12/2019;364;8658;1103,55
1322BR;46990;01/01/2018;31/12/2018;364;8771;1167,42
1323BR;46990;01/01/2018;16/05/2018;135;4156;552,58
1323BR;46990;17/05/2018;31/12/2018;228;7800;1014,62
1323BR;46990;01/01/2019;31/12/2019;364;11875;1533,9
1324BR;46990;01/01/2018;31/12/2018;364;13325;1563,02
1324BR;46990;01/01/2019;31/12/2019;364;13395;1696,88
1325BR;46990;01/01/2018;31/12/2018;364;24001;2707,22
1325BR;46990;01/01/2019;31/12/2019;364;29348;3205,4
1325BR;46990;01/01/2020;07/10/2020;280;22311;2881,38
1094KO;28390;01/01/2018;31/12/2018;364;31360;3681,66
1094KO;28390;01/01/2019;31/12/2019;364;31029;3869,01
1933BB;51390;01/01/2018;31/12/2018;364;17069;2140,5
1933BB;51390;01/01/2019;31/12/2019;364;17029;2578,19
1934BB;51390;01/01/2018;31/12/2018;364;37040;4819
1934BB;51390;01/01/2019;31/12/2019;364;37204;4624,67
1326BR;46990;18/01/2019;31/12/2019;347;16230;1852,17
1328BR;46990;01/01/2018;13/05/2018;132;6630;784,58
1328BR;46990;14/05/2018;31/12/2018;231;13530;1577,1
1328BR;46990;01/01/2019;31/12/2019;364;21586;2465,52
1329BR;46990;01/01/2018;31/01/2018;30;1216;144,38
1329BR;46990;01/02/2018;28/02/2018;27;1099;131,66
1329BR;46990;01/03/2018;31/03/2018;30;1237;146,28
1329BR;46990;01/04/2018;30/04/2018;29;1278;149,18
1329BR;46990;01/05/2018;31/05/2018;30;1362;157,54
1329BR;46990;01/06/2018;30/06/2018;29;1328;153,73
1329BR;46990;01/07/2018;31/07/2018;30;1394;160,6
1329BR;46990;01/08/2018;31/08/2018;30;1407;161,78
1329BR;46990;01/09/2018;30/09/2018;29;1295;151,8
1329BR;46990;01/10/2018;31/10/2018;30;1293;152,33
1329BR;46990;01/11/2018;30/11/2018;29;1202;143,2
1329BR;46990;01/12/2018;31/12/2018;30;1209;144,62
1329BR;46990;01/01/2019;31/01/2019;30;1201;140,73
1329BR;46990;01/02/2019;28/02/2019;27;1103;129,86
1329BR;46990;01/03/2019;31/03/2019;30;1246;140,61
1329BR;46990;01/04/2019;30/04/2019;29;1245;139,83
1329BR;46990;01/05/2019;31/05/2019;30;1292;144,73
1329BR;46990;01/06/2019;30/06/2019;29;1358;149,99
1329BR;46990;01/07/2019;31/07/2019;30;1397;154,14
1329BR;46990;01/08/2019;31/08/2019;30;1405;154,86
1329BR;46990;01/09/2019;30/09/2019;29;1285;143,4
1329BR;46990;01/10/2019;31/10/2019;30;1292;144,77
1329BR;46990;01/11/2019;30/11/2019;29;1201;135,91
1329BR;46990;01/12/2019;31/12/2019;30;1220;138,54
1329BR;46990;01/01/2020;31/01/2020;30;1205;161,91
1329BR;46990;01/02/2020;29/02/2020;28;1157;155,23
1329BR;46990;01/03/2020;31/03/2020;30;1260;167,23
1329BR;46990;01/04/2020;30/04/2020;29;1269;167,51
1329BR;46990;01/05/2020;31/05/2020;30;2064;264,57
1329BR;46990;01/06/2020;30/06/2020;29;1874;236,57
1329BR;46990;01/07/2020;31/07/2020;30;1914;240,86
1329BR;46990;01/08/2020;31/08/2020;30;1922;241,83
1329BR;46990;01/09/2020;30/09/2020;29;1834;231,12
1329BR;46990;01/10/2020;31/10/2020;30;1852;233,31
1329BR;46990;01/11/2020;30/11/2020;29;1746;212,48
1340BR;46990;01/01/2018;17/06/2018;167;6643;839,62
1340BR;46990;18/06/2018;31/12/2018;196;8489;1059,63
1340BR;46990;01/01/2019;31/12/2019;364;22520;2624,66
1330BR;46990;01/01/2018;31/01/2018;30;2322;256,8
1330BR;46990;01/02/2018;28/02/2018;27;2094;232,7
1330BR;46990;01/03/2018;31/03/2018;30;2330;257,48
1330BR;46990;01/04/2018;30/04/2018;29;2345;257,63
1330BR;46990;01/05/2018;31/05/2018;30;2481;271,31
1330BR;46990;01/06/2018;30/06/2018;29;2432;265,83
1330BR;46990;01/07/2018;31/07/2018;30;2548;277,86
1330BR;46990;01/08/2018;31/08/2018;30;2578;280,72
1330BR;46990;01/09/2018;30/09/2018;29;2404;265,25
1330BR;46990;01/10/2018;31/10/2018;30;2417;267,39
1330BR;46990;01/11/2018;30/11/2018;29;2291;254,7
